Entity_Type,Entity_1,Entity_2,Entity_1_Total_Tons,Entity_2_Total_Tons,Overlapping_Trade_Lanes,Overlap_Tonnage,Overlap_Pct_Entity_1,Overlap_Pct_Entity_2,Max_Overlap_Pct,Top_Competing_Lane_1,Top_Competing_Lane_2,Top_Competing_Lane_3
Shipper,CHEVRON MARINE PRODUCTS LLC,SOMO OIL AND MARKETING,5813949.01,12640938.78,1,4766327.0,81.98088754823807,37.705482820161244,81.98088754823807,"HIGH SEAS,NORTH PACIFIC→SAN FRANCISO|CRUDE OIL",,
Shipper,PDVSA PETROLEO S.A.,PETROPIAR S.A.,7567088.98,5679106.739999999,10,3391084.72,44.81359646969554,59.71158626259595,59.71158626259595,"JOSE, VENEZUELA→MOBILE|CRUDE OIL","JOSE, VENEZUELA→HOUSTON|CRUDE OIL","ALL OTHER VENEZUELA PORTS, VENEZUELA→NEW ORLEANS|UNCLASSIFIED"
Shipper,DUBAI ALUMINIUM,EMIRATES ALUMINIUM,3969769.940000002,4252181.790000002,16,3142398.6500000004,79.15820557601378,73.90085384848983,79.15820557601378,"ALL OTHER UNITED ARAB EMIRATES PORTS, UNITED ARAB EMIRATES→BALTIMORE|GENERAL CARGO","ALL OTHER UNITED ARAB EMIRATES PORTS, UNITED ARAB EMIRATES→HOUSTON|GENERAL CARGO","ALL OTHER UNITED ARAB EMIRATES PORTS, UNITED ARAB EMIRATES→GEORGIA PORTS|GENERAL CARGO"
Consignee,EXXONMOBIL OIL CORPORATION,VALERO MARKETING AND SUPPLY CO.,11707547.409999998,42417342.23999999,32,2517178.12,21.50047342836257,5.93431362520935,21.50047342836257,"PAJARITOS, MEXICO→HOUSTON|UNCLASSIFIED","HIGH SEAS,GULF OF MEXICO→HOUSTON|UNCLASSIFIED","PAJARITOS, MEXICO→NEW ORLEANS|UNCLASSIFIED"
Shipper,ABU DHABI NATIONAL,SOMO OIL AND MARKETING,2398571.7299999995,12640938.78,2,2044316.5999999999,85.23058011694319,16.17218970504341,85.23058011694319,"HIGH SEAS,NORTH PACIFIC→SAN FRANCISO|CRUDE OIL","HIGH SEAS,NORTH PACIFIC→LA-LONG BEACH|CRUDE OIL",
Consignee,MARATHON PETROLEUM CO. LLC,VALERO MARKETING AND SUPPLY CO.,16546497.50999999,42417342.23999999,22,2034263.53,12.294224374497254,4.795829777570714,12.294224374497254,"PAJARITOS, MEXICO→NEW ORLEANS|UNCLASSIFIED","AL BASRAH, IRAQ→LA-LONG BEACH|PETROLEUM PRODUCTS","HIGH SEAS,GULF OF MEXICO→HOUSTON|UNCLASSIFIED"
Shipper,ABU DHABI NATIONAL,CHEVRON MARINE PRODUCTS LLC,2398571.7299999995,5813949.01,1,2012534.5999999999,83.9055415699409,34.615621783721146,83.9055415699409,"HIGH SEAS,NORTH PACIFIC→SAN FRANCISO|CRUDE OIL",,
Consignee,ECOPETROL US TRADING LLC,HOUSTON REFINING LP,9763373.13,3127074.8500000006,4,1924013.0,19.706437256690197,61.52756465039523,61.52756465039523,"COVENAS, COLOMBIA→HOUSTON|UNCLASSIFIED","HIGH SEAS,GULF OF MEXICO→HOUSTON|UNCLASSIFIED","ALL OTHER COLOMBIAN CARIBBEAN REGION PORTS, COLOMBIA→HOUSTON|CRUDE OIL"
Consignee,CHEVRON MARINE PRODUCTS LLC,MARATHON PETROLEUM CO. LLC,40515039.35,16546497.50999999,14,1898021.98,4.684734386170601,11.470838338161398,11.470838338161398,"ARMUELLES, PANAMA→LA-LONG BEACH|UNCLASSIFIED","ARMUELLES, PANAMA→LA-LONG BEACH|PETROLEUM PRODUCTS","ESMERALDAS, ECUADOR→LA-LONG BEACH|PETROLEUM PRODUCTS"
Shipper,PMI COME INT SA DE CO.,PMI TRADING LTD.,4286711.199999998,26721241.960000034,12,1770812.07,41.30933919691163,6.626982655412466,41.30933919691163,"PAJARITOS, MEXICO→MOBILE|CRUDE OIL","PAJARITOS, MEXICO→MOBILE|UNCLASSIFIED","DOS BOCAS, MEXICO→HOUSTON|CRUDE OIL"
Consignee,EXXONMOBIL CHEMICAL CO.,WILMAR OLEO QUIMICO S.DE.RL.DE.C.V.,4864974.1099999985,1770293.6400000001,2,1764486.98,36.2691956854011,99.67199452854612,99.67199452854612,"ROTTERDAM, NETHERLANDS→NEW YORK|CHEMICALS","ROTTERDAM, NETHERLANDS→HOUSTON|CHEMICALS",
Shipper,EXXONMOBIL CHEMICAL HOLLAND BV,NATURAL OLEOCHEMICALS SDN BHD,3829285.579999998,1760616.0,1,1760616.0,45.97766249651197,100.0,100.0,"ROTTERDAM, NETHERLANDS→NEW YORK|CHEMICALS",,
Shipper,PMI TRAD DESIGN ACT CO.,PMI TRADING DESIGNATED ACTIVITY CO.,3749501.9499999997,3920909.8900000006,14,1434585.81,38.26070313151858,36.588084150028756,38.26070313151858,"PAJARITOS, MEXICO→HOUSTON|UNCLASSIFIED","ALTAMIRA, MEXICO→HOUSTON|CRUDE OIL","SALINA CRUZ, MEXICO→NEW ORLEANS|CRUDE OIL"
Consignee,CITGO PETROLEUM CORP.,VALERO MARKETING AND SUPPLY CO.,4937851.879999998,42417342.23999999,11,1267566.23,25.670397995008315,2.988320726998949,25.670397995008315,"DOS BOCAS, MEXICO→SOUTH TEXAS|UNCLASSIFIED","HIGH SEAS,GULF OF MEXICO→SOUTH TEXAS|UNCLASSIFIED","PAJARITOS, MEXICO→SOUTH TEXAS|UNCLASSIFIED"
Consignee,MARATHON PETROLEUM CO. LLC,PBF HOLDING CO. LLC,16546497.50999999,17766760.23000001,9,1187320.6800000002,7.175661672704055,6.68282041649413,7.175661672704055,"HIGH SEAS,NORTH PACIFIC→LA-LONG BEACH|UNCLASSIFIED","HIGH SEAS,NORTH PACIFIC→LA-LONG BEACH|PETROLEUM PRODUCTS","ESMERALDAS, ECUADOR→LA-LONG BEACH|PETROLEUM PRODUCTS"
Consignee,CHEVRON MARINE PRODUCTS LLC,PBF HOLDING CO. LLC,40515039.35,17766760.23000001,14,1157529.3800000001,2.8570362970658203,6.515140436495885,6.515140436495885,"ARMUELLES, PANAMA→SAN FRANCISO|CRUDE OIL","HIGH SEAS,NORTH PACIFIC→LA-LONG BEACH|UNCLASSIFIED","HIGH SEAS,GULF OF MEXICO→LA-LONG BEACH|UNCLASSIFIED"
Consignee,PERIN TRADING CO.,SUDATI USA LLC,3046725.06,2952281.9200000004,1,1142535.1600000001,37.50043530347304,38.70006967356288,38.70006967356288,"ALL OTHER BRAZIL PORTS SOUTH OF RECIFE, BRAZIL→MOBILE|GENERAL CARGO",,
Consignee,HOUSTON REFINING LP,PMI NORTEAMERICA SA DE CV,3127074.8500000006,6181309.6,6,1121484.07,35.86367847894654,18.14314672088258,35.86367847894654,"DOS BOCAS, MEXICO→HOUSTON|CRUDE OIL","CAYO ARCAS, MEXICO→HOUSTON|UNCLASSIFIED","HIGH SEAS,GULF OF MEXICO→HOUSTON|UNCLASSIFIED"
Consignee,CHEVRON MARINE PRODUCTS LLC,HUNT CRUDE OIL SUPPLY CO.,40515039.35,1331520.51,4,1111436.24,2.743268321668309,83.47120691366594,83.47120691366594,"PAJARITOS, MEXICO→MOBILE|UNCLASSIFIED","PAJARITOS, MEXICO→MOBILE|CRUDE OIL","DOS BOCAS, MEXICO→MOBILE|CRUDE OIL"
Shipper,PMI TRAD DESIGN ACT CO.,PMI TRADING LTD.,3749501.9499999997,26721241.960000034,9,1086530.34,28.97799106358646,4.066167065237707,28.97799106358646,"PAJARITOS, MEXICO→HOUSTON|UNCLASSIFIED","PAJARITOS, MEXICO→NEW ORLEANS|UNCLASSIFIED","PAJARITOS, MEXICO→MOBILE|UNCLASSIFIED"
Shipper,PMI COMMERCIO INTERNATIONAL S.A. DE,PMI TRADING LTD.,1233260.23,26721241.960000034,7,1031491.0,83.63936295910555,3.8601910852200474,83.63936295910555,"PAJARITOS, MEXICO→MOBILE|UNCLASSIFIED","CAYO ARCAS, MEXICO→HOUSTON|UNCLASSIFIED","CAYO ARCAS, MEXICO→MOBILE|UNCLASSIFIED"
Consignee,IRVING OIL,IRVING OIL TERMINALS INC.,1443465.0,16892583.8,6,1014026.0,70.24943452040749,6.002788040039203,70.24943452040749,"SAINT JOHN, NB, CANADA→NEW YORK|UNCLASSIFIED","SAINT JOHN, NB, CANADA→BOSTON|UNCLASSIFIED","SAINT JOHN, NB, CANADA→NORTH CAROLINA PORTS|UNCLASSIFIED"
Shipper,INDUSTRIES STRIA DE COMPENSADOS SUDATI,INUSTRIA DE COMPENSADOS SUDATI,2309298.6999999997,1131439.1300000001,5,984105.9299999999,42.614925908025675,86.97824778253867,86.97824778253867,"ALL OTHER BRAZIL PORTS SOUTH OF RECIFE, BRAZIL→SOUTH TEXAS|GENERAL CARGO","ALL OTHER BRAZIL PORTS SOUTH OF RECIFE, BRAZIL→MOBILE|GENERAL CARGO","ALL OTHER BRAZIL PORTS SOUTH OF RECIFE, BRAZIL→NEW YORK|GENERAL CARGO"
Shipper,PMI TRADING DESIGNATED ACTIVITY CO.,PMI TRADING LTD.,3920909.8900000006,26721241.960000034,11,969169.98,24.717986569183815,3.626964575414513,24.717986569183815,"COATZACOALCOS, MEXICO→HOUSTON|UNCLASSIFIED","PAJARITOS, MEXICO→HOUSTON|UNCLASSIFIED","COATZACOALCOS, MEXICO→HOUSTON|PETROLEUM PRODUCTS"
Consignee,EXXONMOBIL OIL CORPORATION,MARATHON PETROLEUM CO. LLC,11707547.409999998,16546497.50999999,10,959682.15,8.197123756084796,5.79991112572319,8.197123756084796,"PAJARITOS, MEXICO→NEW ORLEANS|UNCLASSIFIED","FREEPORT, GRAND BAHAMA I, BAHAMAS→NEW YORK|UNCLASSIFIED","HIGH SEAS,GULF OF MEXICO→HOUSTON|UNCLASSIFIED"
Shipper,CELANESE OPERATIONS MEXICO S. DE,THE DOW CHEMICAL CO.,4588385.999999999,937080.2000000002,2,934875.66,20.37482591917943,99.76474372204213,99.76474372204213,"COATZACOALCOS, MEXICO→NEW ORLEANS|CHEMICALS","COATZACOALCOS, MEXICO→DELAWARE RIVER|CHEMICALS",
Consignee,CELANESE EUROPE GMB H,DOW EUROPE GMB H PLANT F412,4537391.489999999,925952.1000000001,2,925952.1000000001,20.407145868737906,100.0,100.0,"COATZACOALCOS, MEXICO→NEW ORLEANS|CHEMICALS","COATZACOALCOS, MEXICO→DELAWARE RIVER|CHEMICALS",
Consignee,EGA AMERICA INC.,HOLLINGSHEAD CEMENT LLC,8167964.830000004,2192906.4,2,925753.39,11.333954164442693,42.215818696137696,42.215818696137696,"ALL OTHER UNITED ARAB EMIRATES PORTS, UNITED ARAB EMIRATES→GEORGIA PORTS|GENERAL CARGO","ALL OTHER UNITED ARAB EMIRATES PORTS, UNITED ARAB EMIRATES→HOUSTON|UNCLASSIFIED",
Consignee,CHEVRON MARINE PRODUCTS LLC,ENI TRADE & BIOFUELS SP A,40515039.35,1011477.0,2,924588.0,2.2820858990477566,91.40969097666087,91.40969097666087,"HIGH SEAS,NORTH PACIFIC→SAN FRANCISO|CRUDE OIL","NOVOROSSIYSK, RUSSIA→DELAWARE RIVER|UNCLASSIFIED",
Shipper,EMIRATES ALUMINIUM,LAFRAGE EMIRATES CEMENT LLC,4252181.790000002,1263341.0,2,922791.13,21.701591690415466,73.04370949727745,73.04370949727745,"ALL OTHER UNITED ARAB EMIRATES PORTS, UNITED ARAB EMIRATES→GEORGIA PORTS|GENERAL CARGO","ALL OTHER UNITED ARAB EMIRATES PORTS, UNITED ARAB EMIRATES→HOUSTON|UNCLASSIFIED",
Consignee,PBF HOLDING CO. LLC,VALERO MARKETING AND SUPPLY CO.,17766760.23000001,42417342.23999999,15,922651.5,5.19313306453058,2.175175179009519,5.19313306453058,"VANCOUVER, BC, CANADA→SAN FRANCISO|PETROLEUM PRODUCTS","ESMERALDAS, ECUADOR→SAN FRANCISO|UNCLASSIFIED","HIGH SEAS,SOUTH PACIFIC→LA-LONG BEACH|PETROLEUM PRODUCTS"
Consignee,BIEHL & CO.,THE DAVID J. JOSEPH CO.,1642663.2500000002,1682715.3499999999,1,917927.8699999999,55.8804654575428,54.55039499104824,55.8804654575428,"POINT LISAS, TRINIDAD AND TOBAGO→SOUTH CAROLINA PORTS|UNCLASSIFIED",,
Shipper,EXXONMOBIL CHEMICAL BELGIUM,EXXONMOBIL CHEMICAL HOLLAND BV,863789.9,3829285.579999998,3,861183.2,99.69822522814864,22.489396050738016,99.69822522814864,"ROTTERDAM, NETHERLANDS→NEW YORK|CHEMICALS","ROTTERDAM, NETHERLANDS→HOUSTON|CHEMICALS","ANTWERP, BELGIUM→HOUSTON|CHEMICALS"
Shipper,S OIL CORP.,"SK ENERGY CO., LTD.",2504832.9499999993,1070369.83,4,856151.3500000001,34.179977950226196,79.98649868522546,79.98649868522546,"ONSAN, SOUTH KOREA→ALASKA, US ISLANDS|UNCLASSIFIED","ONSAN, SOUTH KOREA→ALASKA, US ISLANDS|PETROLEUM PRODUCTS","ONSAN, SOUTH KOREA→LA-LONG BEACH|PETROLEUM PRODUCTS"
Shipper,IRVING OIL LTD.,IRVING OIL REFINING GP,17696228.499999996,852664.0,4,852664.0,4.81833742144548,100.0,100.0,"SAINT JOHN, NB, CANADA→BOSTON|UNCLASSIFIED","SAINT JOHN, NB, CANADA→NEW YORK|UNCLASSIFIED","SAINT JOHN, NB, CANADA→BOSTON|PETROLEUM PRODUCTS"
Shipper,EXXONMOBIL CHEMICAL BELGIUM,NATURAL OLEOCHEMICALS SDN BHD,863789.9,1760616.0,1,824520.21,95.4537914833225,46.83134823266402,95.4537914833225,"ROTTERDAM, NETHERLANDS→NEW YORK|CHEMICALS",,
Shipper,LAFARGE NA MELDRUM BAY,LAFARGE NORTH AMERICA,1173910.0,2067435.8300000003,4,793429.06,67.58857663705055,38.3774455529292,67.58857663705055,"MELDRUM BAY, CANADA→LAND PORTS|GENERAL CARGO","MELDRUM BAY, CANADA→DETROIT-MILWAUKEE|GENERAL CARGO","MELDRUM BAY, CANADA→TOLEDO-CLEVELAND|GENERAL CARGO"
Consignee,MARATHON PETROLEUM CO. LLC,SHELL WESTERN SUPPLY & TRADING LTD.,16546497.50999999,1191573.44,4,787119.75,4.757017305470833,66.05717478899162,66.05717478899162,"SAO PAULO, BRAZIL→LA-LONG BEACH|PETROLEUM PRODUCTS","ALL OTHER BRAZIL PORTS SOUTH OF RECIFE, BRAZIL→LA-LONG BEACH|UNCLASSIFIED","HIGH SEAS,NORTH PACIFIC→LA-LONG BEACH|PETROLEUM PRODUCTS"
Consignee,CHEVRON MARINE PRODUCTS LLC,ECOPETROL US TRADING LLC,40515039.35,9763373.13,3,782614.26,1.9316635811190443,8.01581840189283,8.01581840189283,"ALL OTHER COLOMBIAN CARIBBEAN REGION PORTS, COLOMBIA→HOUSTON|CRUDE OIL","HIGH SEAS,GULF OF MEXICO→HOUSTON|UNCLASSIFIED","COVENAS, COLOMBIA→HOUSTON|PETROLEUM PRODUCTS"
Consignee,ECOPETROL US TRADING LLC,VALERO MARKETING AND SUPPLY CO.,9763373.13,42417342.23999999,6,768212.9199999999,7.868314667187158,1.8110821645858972,7.868314667187158,"HIGH SEAS,GULF OF MEXICO→HOUSTON|UNCLASSIFIED","HIGH SEAS,GULF OF MEXICO→SOUTH TEXAS|UNCLASSIFIED","ALL OTHER COLOMBIAN CARIBBEAN REGION PORTS, COLOMBIA→HOUSTON|UNCLASSIFIED"
Consignee,ARAMCO AMERICAS,EXXONMOBIL OIL CORPORATION,2814695.05,11707547.409999998,4,749728.5,26.636224766160726,6.403804945172544,26.636224766160726,"HIGH SEAS,GULF OF MEXICO→HOUSTON|CRUDE OIL","HIGH SEAS,GULF OF MEXICO→HOUSTON|PETROLEUM PRODUCTS","ALL OTHER NIGERIA PORTS, NIGERIA→DELAWARE RIVER|PETROLEUM PRODUCTS"
Shipper,ONTARIO TRAP ROCK,ONTARIO TRAP ROCK A DIVISION OF,1448191.9,895810.4800000001,4,741014.2,51.16823260784707,82.71997443030583,82.71997443030583,"BRUCE MINES, ONT, CANADA→LAND PORTS|GENERAL CARGO","BRUCE MINES, ONT, CANADA→CHICAGO|GENERAL CARGO","BRUCE MINES, ONT, CANADA→TOLEDO-CLEVELAND|GENERAL CARGO"
Consignee,PMI NORTEAMERICA SA DE CV,VALERO MARKETING AND SUPPLY CO.,6181309.6,42417342.23999999,5,740095.25,11.973114079255955,1.7447940180044628,11.973114079255955,"PAJARITOS, MEXICO→HOUSTON|UNCLASSIFIED","DOS BOCAS, MEXICO→HOUSTON|UNCLASSIFIED","HIGH SEAS,GULF OF MEXICO→HOUSTON|UNCLASSIFIED"
Consignee,ENI TRADE & BIOFUELS SP A,"TOTAL ENERGIES TRADING ASIA PTE., LTD.",1011477.0,800629.31,1,738623.16,73.02421706079329,92.25532350295794,92.25532350295794,"HIGH SEAS,NORTH PACIFIC→SAN FRANCISO|CRUDE OIL",,
Consignee,CHEVRON MARINE PRODUCTS LLC,"TOTAL ENERGIES TRADING ASIA PTE., LTD.",40515039.35,800629.31,1,738623.16,1.8230839013118223,92.25532350295794,92.25532350295794,"HIGH SEAS,NORTH PACIFIC→SAN FRANCISO|CRUDE OIL",,
Shipper,CHEVRON PANAMA FUELS LTD.,"TRAFIGURA PTE., LTD.",9665292.059999999,8719276.309999999,3,731788.93,7.57130695541548,8.392771417975629,8.392771417975629,"ARMUELLES, PANAMA→LA-LONG BEACH|CRUDE OIL","ARMUELLES, PANAMA→LA-LONG BEACH|UNCLASSIFIED","ARMUELLES, PANAMA→LA-LONG BEACH|PETROLEUM PRODUCTS"
Shipper,OIL MARKETING CO. (SOMO),SOMO OIL AND MARKETING,1072195.75,12640938.78,3,714969.0,66.6826929690777,5.6559802435812445,66.6826929690777,"AL BASRAH, IRAQ→LA-LONG BEACH|UNCLASSIFIED","AL BASRAH, IRAQ→LA-LONG BEACH|PETROLEUM PRODUCTS","KHOR AL ZUBAIR, IRAQ→NEW ORLEANS|PETROLEUM PRODUCTS"
Consignee,CITGO PETROLEUM CORP.,ECOPETROL US TRADING LLC,4937851.879999998,9763373.13,4,677828.2,13.727187782716566,6.942561663624545,13.727187782716566,"COVENAS, COLOMBIA→SOUTH TEXAS|UNCLASSIFIED","ALL OTHER COLOMBIAN CARIBBEAN REGION PORTS, COLOMBIA→SOUTH TEXAS|CRUDE OIL","HIGH SEAS,GULF OF MEXICO→SOUTH TEXAS|UNCLASSIFIED"
Consignee,BP PRODUCTS NORTH AMERICA,EXXONMOBIL OIL CORPORATION,4621459.01,11707547.409999998,11,674539.8400000001,14.595820033033249,5.761581109838958,14.595820033033249,"AMSTERDAM, NETHERLANDS→NEW YORK|UNCLASSIFIED","MONGSTAD, NORWAY→NEW YORK|PETROLEUM PRODUCTS","AMSTERDAM, NETHERLANDS→NEW YORK|PETROLEUM PRODUCTS"
Shipper,GS CALTEX CORPORATION,"GS CALTEX SINGAPORE PTE., LTD.",2021306.7399999998,659029.0,3,659029.0,32.60410639109629,100.0,100.0,"SAMIL, SOUTH KOREA→LA-LONG BEACH|UNCLASSIFIED","SAMIL, SOUTH KOREA→SAN FRANCISO|UNCLASSIFIED","SAMIL, SOUTH KOREA→ALASKA, US ISLANDS|UNCLASSIFIED"
Shipper,PMI COME INT SA DE CO.,PMI COME INTERNATIONAL SA DE CV,4286711.199999998,705970.3800000001,4,640542.47,14.942515138411942,90.73220182410483,90.73220182410483,"DOS BOCAS, MEXICO→HOUSTON|CRUDE OIL","CAYO ARCAS, MEXICO→HOUSTON|CRUDE OIL","DOS BOCAS, MEXICO→HOUSTON|UNCLASSIFIED"
Consignee,IDEMITSU APOLLO CORP.,MARATHON PETROLEUM CO. LP,3239162.6799999992,785009.6900000002,5,623510.41,19.249123048058834,79.42709726296499,79.42709726296499,"ONSAN, SOUTH KOREA→ALASKA, US ISLANDS|PETROLEUM PRODUCTS","ONSAN, SOUTH KOREA→ALASKA, US ISLANDS|UNCLASSIFIED","SAMIL, SOUTH KOREA→ALASKA, US ISLANDS|PETROLEUM PRODUCTS"
Shipper,"HERITAGE PETROLEUM CO., LTD.",SOCAR TRADING NORTH AMERICA,2427327.98,698880.9299999999,2,618308.9299999999,25.47282176510815,88.4712836562875,88.4712836562875,"POINTE A PIERRE, TRINIDAD AND TOBAGO→SOUTH TEXAS|UNCLASSIFIED","POINTE A PIERRE, TRINIDAD AND TOBAGO→SOUTH TEXAS|CRUDE OIL",
Shipper,CHEVRON PANAMA FUELS LTD.,GUNVOR GROUP,9665292.059999999,1905132.78,3,612515.75,6.3372709918917876,32.15081680553521,32.15081680553521,"ARMUELLES, PANAMA→LA-LONG BEACH|UNCLASSIFIED","ARMUELLES, PANAMA→LA-LONG BEACH|PETROLEUM PRODUCTS","ARMUELLES, PANAMA→LA-LONG BEACH|CRUDE OIL"
Shipper,TAIHEIYO CEMENT CORPORATION,VISSAI NINH BINH JSC,1889043.74,1999956.44,3,608915.0,32.23403392448711,30.446413122877818,32.23403392448711,"ALL OTHER VIET NAM PORTS, VIETNAM→SAN FRANCISO|UNCLASSIFIED","ALL OTHER VIET NAM PORTS, VIETNAM→SAN FRANCISO|GENERAL CARGO","ALL OTHER VIET NAM PORTS, VIETNAM→SAN FRANCISO|STEEL"
Consignee,GLACIER NORTHWEST INC.,TWO RIVERS CEMENT,3154199.7399999998,809367.0,3,608915.0,19.304896651852495,75.23348493328737,75.23348493328737,"ALL OTHER VIET NAM PORTS, VIETNAM→SAN FRANCISO|UNCLASSIFIED","ALL OTHER VIET NAM PORTS, VIETNAM→SAN FRANCISO|GENERAL CARGO","ALL OTHER VIET NAM PORTS, VIETNAM→SAN FRANCISO|STEEL"
Consignee,CALIFORNIA STEEL INDUSTRIES INC.,MARATHON PETROLEUM CO. LLC,1266493.14,16546497.50999999,3,603380.28,47.641811940647386,3.6465740235076516,47.641811940647386,"ALL OTHER BRAZIL PORTS SOUTH OF RECIFE, BRAZIL→LA-LONG BEACH|UNCLASSIFIED","RIO DE JANEIRO, BRAZIL→LA-LONG BEACH|UNCLASSIFIED","ALL OTHER BRAZIL PORTS SOUTH OF RECIFE, BRAZIL→LA-LONG BEACH|GENERAL CARGO"
Consignee,EXXONMOBIL OIL CORPORATION,SUNCOR ENERGY USA MARKETING INC.,11707547.409999998,1476115.6099999999,5,590996.2,5.047993224398141,40.037256973388416,40.037256973388416,"WHIFFEN HEAD, NFLD, CANADA→HOUSTON|UNCLASSIFIED","COME BY CHANCE, NFLD, CANADA→DELAWARE RIVER|UNCLASSIFIED","HIGH SEAS,GULF OF MEXICO→HOUSTON|CRUDE OIL"
Shipper,PMI COME INTERNATIONAL SA DE CV,PMI TRADING LTD.,705970.3800000001,26721241.960000034,3,558227.37,79.07235003258917,2.0890771874886283,79.07235003258917,"DOS BOCAS, MEXICO→HOUSTON|CRUDE OIL","DOS BOCAS, MEXICO→HOUSTON|UNCLASSIFIED","CAYO ARCAS, MEXICO→HOUSTON|CRUDE OIL"
Consignee,CHEVRON MARINE PRODUCTS LLC,"TRAFIGURA PTE., LTD.",40515039.35,4868996.51,5,557134.43,1.3751299244387876,11.442489820145713,11.442489820145713,"ARMUELLES, PANAMA→LA-LONG BEACH|CRUDE OIL","ARMUELLES, PANAMA→LA-LONG BEACH|UNCLASSIFIED","BALBOA, PANAMA→LA-LONG BEACH|PETROLEUM PRODUCTS"
Consignee,HOUSTON CEMENT CO.,HOUSTON CEMENT CO. L.P.,2300928.0,595292.0,3,552902.0,24.02952200155763,92.87912486645209,92.87912486645209,"ALL OTHER TURKEY MEDITERRANEAN REGION PORTS, TURKEY→HOUSTON|GENERAL CARGO","ALL OTHER TURKEY BLACK SEA AND SEA OF MARMARA PORT, TURKEY→HOUSTON|UNCLASSIFIED","ALL OTHER VIET NAM PORTS, VIETNAM→HOUSTON|GENERAL CARGO"
Shipper,STERLING OIL EXPLORATION ENERGY,TOTALENERGIES EP NIGERIA LTD.,701941.0,552742.04,2,550870.04,78.47811140822377,99.66132483789364,99.66132483789364,"ALL OTHER NIGERIA PORTS, NIGERIA→DELAWARE RIVER|PETROLEUM PRODUCTS","ALL OTHER NIGERIA PORTS, NIGERIA→DELAWARE RIVER|UNCLASSIFIED",
Shipper,SOMO OIL AND MARKETING,"TRAFIGURA INDIA PVT., LTD.",12640938.78,550616.0,1,550616.0,4.355815731590783,100.0,100.0,"AL BASRAH, IRAQ→LA-LONG BEACH|UNCLASSIFIED",,
Consignee,MARATHON CARSON REFINERY,MARATHON PETROLEUM CO. LLC,548511.0700000001,16546497.50999999,1,548511.0700000001,100.0,3.314967833334539,100.0,"AL BASRAH, IRAQ→LA-LONG BEACH|PETROLEUM PRODUCTS",,
Shipper,BP PRODUCTS NORTH AMERICA,MARATHON INTERNATIONAL PRODUCT,1237750.6800000002,899198.7800000001,5,542919.0,43.8633570372993,60.378084587703725,60.378084587703725,"FREEPORT, GRAND BAHAMA I, BAHAMAS→NEW YORK|UNCLASSIFIED","FREEPORT, GRAND BAHAMA I, BAHAMAS→SOUTH FLORIDA|UNCLASSIFIED","FREEPORT, GRAND BAHAMA I, BAHAMAS→NORTH FLORIDA|UNCLASSIFIED"
Consignee,EXXONMOBIL OIL CORPORATION,VITOL INC.,11707547.409999998,3260158.01,5,540181.84,4.613962438782044,16.56919199447023,16.56919199447023,"HIGH SEAS,GULF OF MEXICO→HOUSTON|CRUDE OIL","HIGH SEAS,GULF OF MEXICO→HOUSTON|UNCLASSIFIED","ALTAMIRA, MEXICO→HOUSTON|UNCLASSIFIED"
Shipper,SOMO,SOMO OIL AND MARKETING,881799.96,12640938.78,1,539734.02,61.20821552316696,4.269730511265083,61.20821552316696,"AL BASRAH, IRAQ→LA-LONG BEACH|UNCLASSIFIED",,
Shipper,SOMO,"TRAFIGURA INDIA PVT., LTD.",881799.96,550616.0,1,539734.02,61.20821552316696,98.02367166954829,98.02367166954829,"AL BASRAH, IRAQ→LA-LONG BEACH|UNCLASSIFIED",,
Consignee,MARATHON PETROLEUM CO. LLC,PMI NORTEAMERICA SA DE CV,16546497.50999999,6181309.6,5,534327.76,3.2292499344775254,8.644248461523429,8.644248461523429,"HIGH SEAS,GULF OF MEXICO→HOUSTON|UNCLASSIFIED","DOS BOCAS, MEXICO→HOUSTON|UNCLASSIFIED","PAJARITOS, MEXICO→HOUSTON|UNCLASSIFIED"
Consignee,HOUSTON REFINING LP,VALERO MARKETING AND SUPPLY CO.,3127074.8500000006,42417342.23999999,4,528633.9299999999,16.905061610533558,1.2462683942076236,16.905061610533558,"HIGH SEAS,GULF OF MEXICO→HOUSTON|UNCLASSIFIED","DOS BOCAS, MEXICO→HOUSTON|UNCLASSIFIED","ALL OTHER COLOMBIAN CARIBBEAN REGION PORTS, COLOMBIA→HOUSTON|CRUDE OIL"
Consignee,CHEVRON GLOBAL TECHNOLOGY,CHEVRON TEXACO,14632538.719999997,527012.0,4,527012.0,3.6016443221822554,100.0,100.0,"JOSE, VENEZUELA→NEW ORLEANS|CRUDE OIL","JOSE, VENEZUELA→DELAWARE RIVER|CRUDE OIL","JOSE, VENEZUELA→HOUSTON|CRUDE OIL"
Consignee,TOTAL SPECIALTIES USA INC.,VALERO MARKETING AND SUPPLY CO.,916462.95,42417342.23999999,4,526078.54,57.40314324763484,1.2402439950702584,57.40314324763484,"DOS BOCAS, MEXICO→SABINE RIVER|CRUDE OIL","DOS BOCAS, MEXICO→SABINE RIVER|UNCLASSIFIED","PAJARITOS, MEXICO→SABINE RIVER|UNCLASSIFIED"
